id	popularity	frequency_short	units_short	seasonal_adjustment_short	name	title
109738	3	Q		NSA	NCBLEYQ027S	Nonfinancial Corporate Business; Total Liabilities and Equity, Level
109721	1	Q		NSA	NCBIMAQ027S	Nonfinancial Corporate Business; Total Liabilities and Net Worth (IMA), Level
108625	17	Q		NSA	TLBSNNCB	Nonfinancial Corporate Business; Total Liabilities, Level
109831	1	Q		NSA	NCBTLSQ027S	Nonfinancial Corporate Business; Total Loans; Asset, Level
109741	2	Q		NSA	NCBLILQ027S	Nonfinancial Corporate Business; Total Loans; Liability, Level
108595	2	Q		NSA	MABSNNCB	Nonfinancial Corporate Business; Total Mortgages; Asset (Excluding Ereits), Level
109839	1	Q		NSA	NCBTMTQ027S	Nonfinancial corporate business; total mortgages; asset, Level (DISCONTINUED)
108597	3	Q		NSA	MLBSNNCB	Nonfinancial Corporate Business; Total Mortgages; Liability, Level
109751	1	Q		NSA	NCBMILQ027S	Nonfinancial corporate business; total mortgages; liability, Level (DISCONTINUED)
108631	11	Q		NSA	TSDABSNNCB	Nonfinancial Corporate Business; Total Time and Savings Deposits; Asset, Level
109849	1	Q		NSA	NCBTSDQ027S	Nonfinancial corporate business; total time and savings deposits; asset, Level (DISCONTINUED)
108672	5	Q		NSA	TABSNNB	Nonfinancial Noncorporate Business; Total Assets, Level
109547	1	Q		NSA	NNBTASQ027S	Nonfinancial noncorporate business; total assets, Level (DISCONTINUED)
109411	1	Q		NSA	NNBCDAQ027S	Nonfinancial Noncorporate Business; Total Currency and Deposits; Asset, Level
108674	3	Q		NSA	TFAABSNNB	Nonfinancial Noncorporate Business; Total Financial Assets, Level
109553	1	Q		NSA	NNBTFTQ027S	Nonfinancial noncorporate business; total financial assets, Level (DISCONTINUED)
109557	1	Q		NSA	NNBTIWQ027S	Nonfinancial Noncorporate Business; Total Liabilities and Net Worth, Level
108675	3	Q		NSA	TLBSNNB	Nonfinancial Noncorporate Business; Total Liabilities, Level
109555	1	Q		NSA	NNBTILQ027S	Nonfinancial noncorporate business; total liabilities, Level (DISCONTINUED)
109558	1	A		NSA	NNBTLAA027N	Nonfinancial noncorporate business; total loans; asset, Flow (DISCONTINUED)
109567	1	Q		NSA	NNBTLTQ027S	Nonfinancial noncorporate business; total loans; asset, Level (DISCONTINUED)
109561	1	Q		NSA	NNBTLBQ027S	Nonfinancial Noncorporate Business; Total Loans; Liability, Level
108644	1	Q		NSA	MLBSNNB	Nonfinancial Noncorporate Business; Total Mortgages, Excluding Noncorporate Farms; Liability (DISCONTINUED)
108643	4	Q		NSA	MABSNNB	Nonfinancial Noncorporate Business; Total Mortgages; Asset, Level
109575	1	Q		NSA	NNBTMTQ027S	Nonfinancial noncorporate business; total mortgages; asset, Level (DISCONTINUED)
108661	1	Q		NSA	NNBTML	Nonfinancial Noncorporate Business; Total Mortgages; Liability, Level
109571	1	Q		NSA	NNBTMBQ027S	Nonfinancial noncorporate business; total mortgages; liability, Level (DISCONTINUED)
108680	3	Q		NSA	TSDABSNNB	Nonfinancial Noncorporate Business; Total Time and Savings Deposits; Asset, Level
109591	1	Q		NSA	NNBTTDQ027S	Nonfinancial noncorporate business; total time and savings deposits; asset, Level (DISCONTINUED)
108679	4	Q		NSA	TSABSNNB	Nonfinancial Noncorporate Business; Total U.S. Government Securities; Asset, Level
109466	1	Q		NSA	NNBGSTQ027S	Nonfinancial noncorporate business; total U.S. government securities; asset, Level (DISCONTINUED)
76253	1	A		NSA	MRFNWARMCSA456292	Nonhazardous Waste and Recyclable Material Consolidation, Storage, and Preparation Services for Materials Recovery Facilities, All Establishments, Employer Firms
137654	1	A		NSA	MPU5050012	Nonmetallic Mineral Products: Total Factor Productivity
135560	5	Q		NSA	NPCMCM	Nonperforming Commercial Loans (past due 90+ days plus nonaccrual) to Commercial Loans (DISCONTINUED)
135564	1	Q		NSA	NPCMCM4	Nonperforming Commercial Loans (past due 90+ days plus nonaccrual) to Commercial Loans, Banks with Total Assets from $10B to $20B (DISCONTINUED)
135563	1	Q		NSA	NPCMCM3	Nonperforming Commercial Loans (past due 90+ days plus nonaccrual) to Commercial Loans, Banks with Total Assets from $1B to $10B (DISCONTINUED)
135562	1	Q		NSA	NPCMCM2	Nonperforming Commercial Loans (past due 90+ days plus nonaccrual) to Commercial Loans, Banks with Total Assets from $300M to $1B (DISCONTINUED)
135565	1	Q		NSA	NPCMCM5	Nonperforming Commercial Loans (past due 90+ days plus nonaccrual) to Commercial Loans, Banks with Total Assets over $20B (DISCONTINUED)
135561	1	Q		NSA	NPCMCM1	Nonperforming Commercial Loans (past due 90+ days plus nonaccrual) to Commercial Loans, Banks with Total Assets up to $300M (DISCONTINUED)
135784	14	Q		NSA	USNPTL	Nonperforming Loans (past due 90+ days plus nonaccrual) to Total Loans for all U.S. Banks (DISCONTINUED)
135953	1	Q		NSA	D8NPTL	Nonperforming Loans (past due 90+ days plus nonaccrual) to Total Loans for Banks Geographically Located in Federal Reserve District 8: St. Louis Portion of 8th Banks (DISCONTINUED)
135742	6	Q		NSA	US13NPTL	Nonperforming Loans (past due 90+ days plus nonaccrual) to Total Loans for U.S. Banks with average assets between $100M and $300M (DISCONTINUED)
135735	2	Q		NSA	US115NPTL	Nonperforming Loans (past due 90+ days plus nonaccrual) to Total Loans for U.S. Banks with average assets between $1B and $15B (DISCONTINUED)
135763	1	Q		NSA	US31NPTL	Nonperforming Loans (past due 90+ days plus nonaccrual) to Total Loans for U.S. Banks with average assets between $300M and $1B (DISCONTINUED)
135770	1	Q		NSA	USG15NPTL	Nonperforming Loans (past due 90+ days plus nonaccrual) to Total Loans for U.S. Banks with average assets greater than $15B (DISCONTINUED)
135777	1	Q		NSA	USL15NPTL	Nonperforming Loans (past due 90+ days plus nonaccrual) to Total Loans for U.S. Banks with average assets less than $15B (DISCONTINUED)
135728	1	Q		NSA	US100NPTL	Nonperforming Loans (past due 90+ days plus nonaccrual) to Total Loans for U.S. Banks with average assets under $100M (DISCONTINUED)
135749	1	Q		NSA	US1NPTL	Nonperforming Loans (past due 90+ days plus nonaccrual) to Total Loans for U.S. Banks with average assets under $1B (DISCONTINUED)
135756	1	Q		NSA	US300NPTL	Nonperforming Loans (past due 90+ days plus nonaccrual) to Total Loans for U.S. Banks with average assets under $300M (DISCONTINUED)
135566	25	Q		NSA	NPTLTL	Nonperforming Total Loans (past due 90+ days plus nonaccrual) to Total Loans (DISCONTINUED)
135570	1	Q		NSA	NPTLTL4	Nonperforming Total Loans (past due 90+ days plus nonaccrual) to Total Loans, Banks with Total Assets from $10B to $20B (DISCONTINUED)
135569	1	Q		NSA	NPTLTL3	Nonperforming Total Loans (past due 90+ days plus nonaccrual) to Total Loans, Banks with Total Assets from $1B to $10B (DISCONTINUED)
135568	1	Q		NSA	NPTLTL2	Nonperforming Total Loans (past due 90+ days plus nonaccrual) to Total Loans, Banks with Total Assets from $300M to $1B (DISCONTINUED)
135571	1	Q		NSA	NPTLTL5	Nonperforming Total Loans (past due 90+ days plus nonaccrual) to Total Loans, Banks with Total Assets over $20B (DISCONTINUED)
135567	1	Q		NSA	NPTLTL1	Nonperforming Total Loans (past due 90+ days plus nonaccrual) to Total Loans, Banks with Total Assets up to $300M (DISCONTINUED)
108504	1	A		NSA	W424RC1A027NBEA	Nonprofit institution income included in personal income
71861	1	A		NSA	ARTRENBPMAE45313	Nonresidential Building Property Management for Activities Related To Real Estate, All Establishments, Employer Firms
76552	1	A		NSA	OOREAABNBPM45312	Nonresidential Building Property Management for Offices of Real Estate Agents and Brokers, All Establishments, Employer Firms
134313	28	M		NSA	EXNOUS	Norwegian Kroner to U.S. Dollar Spot Exchange Rate
86547	1	D		NSA	MKT14MKTVOL	Number of Commercial Paper Issues with a Maturity Between 1 and 4 Days
86545	1	D		NSA	MKT1020MKTVOL	Number of Commercial Paper Issues with a Maturity Between 10 and 20 Days
86549	1	D		NSA	MKT2140MKTVOL	Number of Commercial Paper Issues with a Maturity Between 21 and 40 Days
86551	1	D		NSA	MKT4180MKTVOL	Number of Commercial Paper Issues with a Maturity Between 41 and 80 Days
86553	1	D		NSA	MKT59MKTVOL	Number of Commercial Paper Issues with a Maturity Between 5 and 9 Days
86555	2	D		NSA	MKTGT80MKTVOL	Number of Commercial Paper Issues with a Maturity Greater Than 80 Days
85834	1	Q		NSA	SUBLPDCIRECSNQ	Number of Domestic Banks That Eased and Reported That Improvement in Current or Expected Capital Position Was a Somewhat Important Reason
85837	1	Q		NSA	SUBLPDCIRECVNQ	Number of Domestic Banks That Eased and Reported That Improvement in Current or Expected Capital Position Was a Very Important Reason
85831	1	Q		NSA	SUBLPDCIRECNNQ	Number of Domestic Banks That Eased and Reported That Improvement in Current or Expected Capital Position Was Not an Important Reason
85870	1	Q		NSA	SUBLPDCIRELSNQ	Number of Domestic Banks That Eased and Reported That Improvement in Current or Expected Liquidity Position Was a Somewhat Important Reason
85873	1	Q		NSA	SUBLPDCIRELVNQ	Number of Domestic Banks That Eased and Reported That Improvement in Current or Expected Liquidity Position Was a Very Important Reason
85867	1	Q		NSA	SUBLPDCIRELNNQ	Number of Domestic Banks That Eased and Reported That Improvement in Current or Expected Liquidity Position Was Not an Important Reason
85861	1	Q		NSA	SUBLPDCIREISNQ	Number of Domestic Banks That Eased and Reported That Improvement in Industry-Specific Problems Was a Somewhat Important Reason
85864	1	Q		NSA	SUBLPDCIREIVNQ	Number of Domestic Banks That Eased and Reported That Improvement in Industry-Specific Problems Was a Very Important Reason
85858	1	Q		NSA	SUBLPDCIREINNQ	Number of Domestic Banks That Eased and Reported That Improvement in Industry-Specific Problems Was Not an Important Reason
85897	1	Q		NSA	SUBLPDCIRESSNQ	Number of Domestic Banks That Eased and Reported That Increased Liquidity in the Secondary Market for These (Commercial and Industrial) Loans Was a Somewhat Important Reason
85900	1	Q		NSA	SUBLPDCIRESVNQ	Number of Domestic Banks That Eased and Reported That Increased Liquidity in the Secondary Market for These (Commercial and Industrial) Loans Was a Very Important Reason
85894	1	Q		NSA	SUBLPDCIRESNNQ	Number of Domestic Banks That Eased and Reported That Increased Liquidity in the Secondary Market for These (Commercial and Industrial) Loans Was Not an Important Reason
85888	1	Q		NSA	SUBLPDCIRERSNQ	Number of Domestic Banks That Eased and Reported That Increased Tolerance for Risk Was a Somewhat Important Reason
85891	1	Q		NSA	SUBLPDCIRERVNQ	Number of Domestic Banks That Eased and Reported That Increased Tolerance for Risk Was a Very Important Reason
85885	1	Q		NSA	SUBLPDCIRERNNQ	Number of Domestic Banks That Eased and Reported That Increased Tolerance for Risk Was Not an Important Reason
85879	1	Q		NSA	SUBLPDCIREOSNQ	Number of Domestic Banks That Eased and Reported That More Favorable Economic Outlook Was a Somewhat Important Reason
85882	1	Q		NSA	SUBLPDCIREOVNQ	Number of Domestic Banks That Eased and Reported That More Favorable Economic Outlook Was a Very Important Reason
85876	1	Q		NSA	SUBLPDCIREONNQ	Number of Domestic Banks That Eased and Reported That More Favorable Economic Outlook Was Not an Important Reason
85843	1	Q		NSA	SUBLPDCIREDSNQ	Number of Domestic Banks That Eased and Reported That Reduction in Defaults by Borrowers in Public Debt Markets Was a Somewhat Important Reason
85846	1	Q		NSA	SUBLPDCIREDVNQ	Number of Domestic Banks That Eased and Reported That Reduction in Defaults by Borrowers in Public Debt Markets Was a Very Important Reason
85840	1	Q		NSA	SUBLPDCIREDNNQ	Number of Domestic Banks That Eased and Reported That Reduction in Defaults by Borrowers in Public Debt Markets Was Not an Important Reason
85960	1	Q		NSA	SUBLPDCIRSRSNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Customers' Transitioning From Commercial Real Estate Loans to Commercial and Industrial Loans Was a Somewhat Important Reason (DISCONTINUED)
85963	1	Q		NSA	SUBLPDCIRSRVNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Customers' Transitioning From Commercial Real Estate Loans to Commercial and Industrial Loans Was a Very Important Reason (DISCONTINUED)
85957	1	Q		NSA	SUBLPDCIRSRNNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Customers' Transitioning From Commercial Real Estate Loans to Commercial and Industrial Loans Was Not an Important Reason (DISCONTINUED)
85924	1	Q		NSA	SUBLPDCIRSGSNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Decreased Customer Internally Generated Funds Was a Somewhat Important Reason
85927	1	Q		NSA	SUBLPDCIRSGVNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Decreased Customer Internally Generated Funds Was a Very Important Reason
85921	1	Q		NSA	SUBLPDCIRSGNNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Decreased Customer Internally Generated Funds Was Not an Important Reason
85906	1	Q		NSA	SUBLPDCIRSASNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Increased Customer Accounts Receivable Financing Needs Was a Somewhat Important Reason
85909	1	Q		NSA	SUBLPDCIRSAVNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Increased Customer Accounts Receivable Financing Needs Was a Very Important Reason
85903	1	Q		NSA	SUBLPDCIRSANNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Increased Customer Accounts Receivable Financing Needs Was Not an Important Reason
85933	1	Q		NSA	SUBLPDCIRSISNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Increased Customer Inventory Financing Needs Was a Somewhat Important Reason
85936	1	Q		NSA	SUBLPDCIRSIVNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Increased Customer Inventory Financing Needs Was a Very Important Reason
85930	1	Q		NSA	SUBLPDCIRSINNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Increased Customer Inventory Financing Needs Was Not an Important Reason
85915	1	Q		NSA	SUBLPDCIRSESNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Increased Customer Investment in Plant or Equipment Was a Somewhat Important Reason
85918	1	Q		NSA	SUBLPDCIRSEVNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Increased Customer Investment in Plant or Equipment Was a Very Important Reason
85912	1	Q		NSA	SUBLPDCIRSENNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Increased Customer Investment in Plant or Equipment Was Not an Important Reason
85942	1	Q		NSA	SUBLPDCIRSMSNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Increased Customer Merger or Acquisition Financing Needs Was a Somewhat Important Reason
85945	1	Q		NSA	SUBLPDCIRSMVNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Increased Customer Merger or Acquisition Financing Needs Was a Very Important Reason
85939	2	Q		NSA	SUBLPDCIRSMNNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Increased Customer Merger or Acquisition Financing Needs Was Not an Important Reason
85951	1	Q		NSA	SUBLPDCIRSPSNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Increased Customers' Precautionary Demand for Cash and Liquidity Was a Somewhat Important Reason
85954	1	Q		NSA	SUBLPDCIRSPVNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Increased Customers' Precautionary Demand for Cash and Liquidity Was a Very Important Reason
85948	1	Q		NSA	SUBLPDCIRSPNNQ	Number of Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Increased Customers' Precautionary Demand for Cash and Liquidity Was Not an Important Reason
86113	1	Q		NSA	SUBLPDCIRWRSNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Customers' Transitioning From Commercial and Industrial Loans to Commercial Real Estate Loans Was a Somewhat Important Reason (DISCONTINUED)
86116	1	Q		NSA	SUBLPDCIRWRVNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Customers' Transitioning From Commercial and Industrial Loans to Commercial Real Estate Loans Was a Very Important Reason (DISCONTINUED)
86110	1	Q		NSA	SUBLPDCIRWRNNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Customers' Transitioning From Commercial and Industrial Loans to Commercial Real Estate Loans Was Not an Important Reason (DISCONTINUED)
86059	1	Q		NSA	SUBLPDCIRWASNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Decreased Customer Accounts Receivable Financing Needs Was a Somewhat Important Reason
86062	1	Q		NSA	SUBLPDCIRWAVNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Decreased Customer Accounts Receivable Financing Needs Was a Very Important Reason
86056	1	Q		NSA	SUBLPDCIRWANNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Decreased Customer Accounts Receivable Financing Needs Was Not an Important Reason
86086	1	Q		NSA	SUBLPDCIRWISNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Decreased Customer Inventory Financing Needs Was a Somewhat Important Reason
86089	1	Q		NSA	SUBLPDCIRWIVNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Decreased Customer Inventory Financing Needs Was a Very Important Reason
86083	1	Q		NSA	SUBLPDCIRWINNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Decreased Customer Inventory Financing Needs Was Not an Important Reason
86068	1	Q		NSA	SUBLPDCIRWESNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Decreased Customer Investment in Plant or Equipment Was a Somewhat Important Reason
86071	1	Q		NSA	SUBLPDCIRWEVNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Decreased Customer Investment in Plant or Equipment Was a Very Important Reason
86065	1	Q		NSA	SUBLPDCIRWENNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Decreased Customer Investment in Plant or Equipment Was Not an Important Reason
86095	1	Q		NSA	SUBLPDCIRWMSNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Decreased Customer Merger or Acquisition Financing Needs Was a Somewhat Important Reason
86098	1	Q		NSA	SUBLPDCIRWMVNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Decreased Customer Merger or Acquisition Financing Needs Was a Very Important Reason
86092	1	Q		NSA	SUBLPDCIRWMNNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Decreased Customer Merger or Acquisition Financing Needs Was Not an Important Reason
86104	1	Q		NSA	SUBLPDCIRWPSNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Decreased Customers' Precautionary Demand for Cash and Liquidity Was a Somewhat Important Reason
86107	1	Q		NSA	SUBLPDCIRWPVNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Decreased Customers' Precautionary Demand for Cash and Liquidity Was a Very Important Reason
86101	1	Q		NSA	SUBLPDCIRWPNNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Decreased Customers' Precautionary Demand for Cash and Liquidity Was Not an Important Reason
86077	1	Q		NSA	SUBLPDCIRWGSNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Increased Customer Internally Generated Funds Was a Somewhat Important Reason
86080	1	Q		NSA	SUBLPDCIRWGVNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Increased Customer Internally Generated Funds Was a Very Important Reason
86074	1	Q		NSA	SUBLPDCIRWGNNQ	Number of Domestic Banks That Reported Weaker Commercial and Industrial Loan Demand and Reported That Increased Customer Internally Generated Funds Was Not an Important Reason
86023	1	Q		NSA	SUBLPDCIRTLSNQ	Number of Domestic Banks That Tightened and Reported That Current or Expected Liquidity Position Was a Somewhat Important Reason
86026	1	Q		NSA	SUBLPDCIRTLVNQ	Number of Domestic Banks That Tightened and Reported That Current or Expected Liquidity Position Was a Very Important Reason
86020	1	Q		NSA	SUBLPDCIRTLNNQ	Number of Domestic Banks That Tightened and Reported That Current or Expected Liquidity Position Was Not an Important Reason
86050	1	Q		NSA	SUBLPDCIRTSSNQ	Number of Domestic Banks That Tightened and Reported That Decreased Liquidity in the Secondary Market for These (Commercial and Industrial) Loans Was a Somewhat Important Reason
86053	1	Q		NSA	SUBLPDCIRTSVNQ	Number of Domestic Banks That Tightened and Reported That Decreased Liquidity in the Secondary Market for These (Commercial and Industrial) Loans Was a Very Important Reason
86047	1	Q		NSA	SUBLPDCIRTSNNQ	Number of Domestic Banks That Tightened and Reported That Decreased Liquidity in the Secondary Market for These (Commercial and Industrial) Loans Was Not an Important Reason
85987	1	Q		NSA	SUBLPDCIRTCSNQ	Number of Domestic Banks That Tightened and Reported That Deterioration in Current or Expected Capital Position Was a Somewhat Important Reason
85990	1	Q		NSA	SUBLPDCIRTCVNQ	Number of Domestic Banks That Tightened and Reported That Deterioration in Current or Expected Capital Position Was a Very Important Reason
85984	1	Q		NSA	SUBLPDCIRTCNNQ	Number of Domestic Banks That Tightened and Reported That Deterioration in Current or Expected Capital Position Was Not an Important Reason
85996	1	Q		NSA	SUBLPDCIRTDSNQ	Number of Domestic Banks That Tightened and Reported That Increase in Defaults by Borrowers in Public Debt Markets Was a Somewhat Important Reason
85999	1	Q		NSA	SUBLPDCIRTDVNQ	Number of Domestic Banks That Tightened and Reported That Increase in Defaults by Borrowers in Public Debt Markets Was a Very Important Reason
85993	1	Q		NSA	SUBLPDCIRTDNNQ	Number of Domestic Banks That Tightened and Reported That Increase in Defaults by Borrowers in Public Debt Markets Was Not an Important Reason
86032	1	Q		NSA	SUBLPDCIRTOSNQ	Number of Domestic Banks That Tightened and Reported That Less Favorable Economic Outlook Was a Somewhat Important Reason
86035	1	Q		NSA	SUBLPDCIRTOVNQ	Number of Domestic Banks That Tightened and Reported That Less Favorable Economic Outlook Was a Very Important Reason
86029	1	Q		NSA	SUBLPDCIRTONNQ	Number of Domestic Banks That Tightened and Reported That Less Favorable Economic Outlook Was Not an Important Reason
86041	1	Q		NSA	SUBLPDCIRTRSNQ	Number of Domestic Banks That Tightened and Reported That Reduced Tolerance for Risk Was a Somewhat Important Reason
86044	1	Q		NSA	SUBLPDCIRTRVNQ	Number of Domestic Banks That Tightened and Reported That Reduced Tolerance for Risk Was a Very Important Reason
86038	1	Q		NSA	SUBLPDCIRTRNNQ	Number of Domestic Banks That Tightened and Reported That Reduced Tolerance for Risk Was Not an Important Reason
86014	1	Q		NSA	SUBLPDCIRTISNQ	Number of Domestic Banks That Tightened and Reported That Worsening of Industry-Specific Problems Was a Somewhat Important Reason
86017	1	Q		NSA	SUBLPDCIRTIVNQ	Number of Domestic Banks That Tightened and Reported That Worsening of Industry-Specific Problems Was a Very Important Reason
86011	1	Q		NSA	SUBLPDCIRTINNQ	Number of Domestic Banks That Tightened and Reported That Worsening of Industry-Specific Problems Was Not an Important Reason
85833	1	Q		NSA	SUBLPDCIRECSLGNQ	Number of Large Domestic Banks That Eased and Reported That Improvement in Current or Expected Capital Position Was a Somewhat Important Reason
85836	1	Q		NSA	SUBLPDCIRECVLGNQ	Number of Large Domestic Banks That Eased and Reported That Improvement in Current or Expected Capital Position Was a Very Important Reason
85830	1	Q		NSA	SUBLPDCIRECNLGNQ	Number of Large Domestic Banks That Eased and Reported That Improvement in Current or Expected Capital Position Was Not an Important Reason
85869	1	Q		NSA	SUBLPDCIRELSLGNQ	Number of Large Domestic Banks That Eased and Reported That Improvement in Current or Expected Liquidity Position Was a Somewhat Important Reason
85872	1	Q		NSA	SUBLPDCIRELVLGNQ	Number of Large Domestic Banks That Eased and Reported That Improvement in Current or Expected Liquidity Position Was a Very Important Reason
85866	1	Q		NSA	SUBLPDCIRELNLGNQ	Number of Large Domestic Banks That Eased and Reported That Improvement in Current or Expected Liquidity Position Was Not an Important Reason
85860	1	Q		NSA	SUBLPDCIREISLGNQ	Number of Large Domestic Banks That Eased and Reported That Improvement in Industry-Specific Problems Was a Somewhat Important Reason
85863	1	Q		NSA	SUBLPDCIREIVLGNQ	Number of Large Domestic Banks That Eased and Reported That Improvement in Industry-Specific Problems Was a Very Important Reason
85857	1	Q		NSA	SUBLPDCIREINLGNQ	Number of Large Domestic Banks That Eased and Reported That Improvement in Industry-Specific Problems Was Not an Important Reason
85896	1	Q		NSA	SUBLPDCIRESSLGNQ	Number of Large Domestic Banks That Eased and Reported That Increased Liquidity in the Secondary Market for These (Commercial and Industrial) Loans Was a Somewhat Important Reason
85899	1	Q		NSA	SUBLPDCIRESVLGNQ	Number of Large Domestic Banks That Eased and Reported That Increased Liquidity in the Secondary Market for These (Commercial and Industrial) Loans Was a Very Important Reason
85893	1	Q		NSA	SUBLPDCIRESNLGNQ	Number of Large Domestic Banks That Eased and Reported That Increased Liquidity in the Secondary Market for These (Commercial and Industrial) Loans Was Not an Important Reason
85887	1	Q		NSA	SUBLPDCIRERSLGNQ	Number of Large Domestic Banks That Eased and Reported That Increased Tolerance for Risk Was a Somewhat Important Reason
85890	1	Q		NSA	SUBLPDCIRERVLGNQ	Number of Large Domestic Banks That Eased and Reported That Increased Tolerance for Risk Was a Very Important Reason
85884	1	Q		NSA	SUBLPDCIRERNLGNQ	Number of Large Domestic Banks That Eased and Reported That Increased Tolerance for Risk Was Not an Important Reason
85878	1	Q		NSA	SUBLPDCIREOSLGNQ	Number of Large Domestic Banks That Eased and Reported That More Favorable Economic Outlook Was a Somewhat Important Reason
85881	1	Q		NSA	SUBLPDCIREOVLGNQ	Number of Large Domestic Banks That Eased and Reported That More Favorable Economic Outlook Was a Very Important Reason
85875	1	Q		NSA	SUBLPDCIREONLGNQ	Number of Large Domestic Banks That Eased and Reported That More Favorable Economic Outlook Was Not an Important Reason
85842	1	Q		NSA	SUBLPDCIREDSLGNQ	Number of Large Domestic Banks That Eased and Reported That Reduction in Defaults by Borrowers in Public Debt Markets Was a Somewhat Important Reason
85845	1	Q		NSA	SUBLPDCIREDVLGNQ	Number of Large Domestic Banks That Eased and Reported That Reduction in Defaults by Borrowers in Public Debt Markets Was a Very Important Reason
85839	1	Q		NSA	SUBLPDCIREDNLGNQ	Number of Large Domestic Banks That Eased and Reported That Reduction in Defaults by Borrowers in Public Debt Markets Was Not an Important Reason
85959	1	Q		NSA	SUBLPDCIRSRSLGNQ	Number of Large Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Customers' Transitioning From Commercial Real Estate Loans to Commercial and Industrial Loans Was a Somewhat Important Reason (DISCONTINUED)
85962	1	Q		NSA	SUBLPDCIRSRVLGNQ	Number of Large Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Customers' Transitioning From Commercial Real Estate Loans to Commercial and Industrial Loans Was a Very Important Reason (DISCONTINUED)
85956	1	Q		NSA	SUBLPDCIRSRNLGNQ	Number of Large Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Customers' Transitioning From Commercial Real Estate Loans to Commercial and Industrial Loans Was Not an Important Reason (DISCONTINUED)
85923	1	Q		NSA	SUBLPDCIRSGSLGNQ	Number of Large Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Decreased Customer Internally Generated Funds Was a Somewhat Important Reason
85926	1	Q		NSA	SUBLPDCIRSGVLGNQ	Number of Large Domestic Banks That Reported Stronger Commercial and Industrial Loan Demand and Reported That Decreased Customer Internally Generated Funds Was a Very Important Reason
